informacoes_basicas_data_requicisao,informacoes_basicas_empresa_divisao,informacoes_basicas_cliente,id_vaga
2022-08-05,Decision São Paulo,"Miller, Tran and Chang",9985
2022-08-05,Decision São Paulo,Mann and Sons,9984
2022-08-04,Decision São Paulo,Nelson-Page,9983
2022-08-04,Decision São Paulo,Nelson-Page,9982
2022-08-04,Decision São Paulo,Nelson-Page,9981
2022-08-03,Decision São Paulo,Nelson-Page,9980
2022-08-03,Decision São Paulo,Nelson-Page,9979
2022-08-03,Decision São Paulo,Nelson-Page,9978
2022-08-03,Decision São Paulo,Nelson-Page,9977
2022-08-03,Decision São Paulo,Morrison Ltd,9976
2022-08-02,Decision São Paulo,Mann and Sons,9975
2022-08-02,Decision São Paulo,Nelson-Page,9974
2022-08-01,Decision São Paulo,Morrison Ltd,9973
2022-08-01,Decision São Paulo,Morrison Ltd,9972
2022-08-01,Decision São Paulo,Morrison Ltd,9971
2022-08-01,Decision São Paulo,"Morris, Moran and Dodson",9970
2022-08-01,Decision São Paulo,"Morris, Moran and Dodson",9969
2022-08-01,Decision São Paulo,"Morris, Moran and Dodson",9968
2022-08-01,Decision São Paulo,"Morris, Moran and Dodson",9967
2022-08-01,Decision São Paulo,"Morris, Moran and Dodson",9966
2022-08-01,Decision São Paulo,"Morris, Moran and Dodson",9965
2022-08-01,Decision São Paulo,"Morris, Moran and Dodson",9964
2022-08-01,Decision São Paulo,"Morris, Moran and Dodson",9963
2022-07-29,Decision São Paulo,Dougherty-Gilbert,9962
2022-07-29,Decision Campinas,Miller-Curry,9961
2022-07-29,Decision São Paulo,Jenkins-Walker,9960
2022-07-29,Decision São Paulo,Nelson-Page,9959
2022-07-28,Decision São Paulo,Morrison Ltd,9958
2022-07-28,Decision São Paulo,Nelson-Page,9957
2022-07-28,Decision São Paulo,Nelson-Page,9956
2022-07-28,Decision São Paulo,Nelson-Page,9955
2022-07-28,Decision São Paulo,Nelson-Page,9954
2022-07-28,Decision Campinas,Miller-Curry,9953
2022-07-28,Decision Campinas,Miller-Curry,9952
2022-07-28,Decision Campinas,Miller-Curry,9951
2022-07-27,Decision São Paulo,Morrison Ltd,9950
2022-07-27,Decision São Paulo,Morrison Ltd,9949
2022-07-27,Decision São Paulo,Mann and Sons,9948
2022-07-27,Decision São Paulo,Mann and Sons,9947
2022-07-27,Decision São Paulo,Jenkins-Walker,9946
2022-07-27,Decision São Paulo,Nelson-Page,9945
2022-07-27,Decision São Paulo,Nelson-Page,9944
2022-07-27,Decision São Paulo,Nelson-Page,9943
2022-07-27,Decision São Paulo,Nelson-Page,9942
2022-07-27,Decision São Paulo,"Morris, Moran and Dodson",9941
2022-07-26,Decision São Paulo,Jimenez PLC,9939
2022-07-26,Decision São Paulo,"Miller, Tran and Chang",9938
2022-07-26,Decision São Paulo,"Miller, Tran and Chang",9937
2022-07-25,Decision São Paulo,Mann and Sons,9936
2022-07-25,Decision São Paulo,Nelson-Page,9935
2022-07-25,Decision São Paulo,Nelson-Page,9934
2022-07-25,Decision São Paulo,Nelson-Page,9933
2022-07-25,Decision São Paulo,Nelson-Page,9932
2022-07-21,Decision São Paulo,"Morris, Moran and Dodson",9931
2022-07-21,Decision São Paulo,Nelson-Page,9930
2022-07-21,Decision São Paulo,"Williams, Clark and Lynn",9929
2022-07-21,Decision São Paulo,"Williams, Clark and Lynn",9928
2022-07-21,Decision São Paulo,"Williams, Clark and Lynn",9927
2022-07-21,Decision São Paulo,Dougherty-Gilbert,9926
2022-07-21,Decision São Paulo,Dougherty-Gilbert,9925
2022-07-21,Decision São Paulo,Barnes-Woods,9924
2022-07-21,Decision São Paulo,Barnes-Woods,9923
2022-07-21,Decision São Paulo,Barnes-Woods,9922
2022-07-21,Decision São Paulo,Barnes-Woods,9921
2022-07-21,Decision São Paulo,Barnes-Woods,9920
2022-07-21,Decision São Paulo,"Wade, Bernard and Bailey",9919
2022-07-21,Decision São Paulo,Nelson-Page,9918
2022-07-21,Decision São Paulo,Nelson-Page,9917
2022-07-21,Decision São Paulo,Nelson-Page,9916
2022-07-21,Decision São Paulo,Nelson-Page,9915
2022-07-21,Decision São Paulo,Nelson-Page,9914
2022-07-21,Decision São Paulo,Nelson-Page,9913
2022-07-21,Decision São Paulo,Nelson-Page,9912
2022-07-20,Decision São Paulo,Nelson-Page,9911
2022-07-20,Decision São Paulo,Nelson-Page,9910
2022-07-20,Decision São Paulo,Morrison Ltd,9909
2022-07-20,Decision São Paulo,"Morris, Moran and Dodson",9908
2022-07-20,Decision São Paulo,"Morris, Moran and Dodson",9907
2022-07-20,Decision São Paulo,Luna-Carpenter,9906
2022-07-19,Decision São Paulo,Callahan-Hall,9904
2022-07-19,Decision São Paulo,Callahan-Hall,9903
2022-07-19,Decision São Paulo,Callahan-Hall,9902
2022-07-19,Decision São Paulo,Walters Group,9901
2022-07-19,Decision São Paulo,Nelson-Page,9900
2022-07-18,Decision São Paulo,Porter-Wilson,9899
2022-07-18,Decision São Paulo,"Williams, Clark and Lynn",9898
2022-07-18,Decision São Paulo,Dougherty-Gilbert,9897
2022-07-18,Decision São Paulo,Nelson-Page,9896
2022-07-18,Decision São Paulo,Nelson-Page,9895
2022-07-15,Decision São Paulo,"Miller, Tran and Chang",9894
2022-07-15,Decision São Paulo,Nelson-Page,9893
2022-07-15,Decision São Paulo,Nelson-Page,9892
2022-07-15,Decision São Paulo,Nelson-Page,9891
2022-07-15,Decision São Paulo,Nelson-Page,9890
2022-07-15,Decision São Paulo,Nelson-Page,9889
2022-07-15,Decision São Paulo,Porter-Wilson,9888
2022-07-15,Decision São Paulo,Nelson-Page,9887
2022-07-15,Decision São Paulo,Nelson-Page,9886
2022-07-15,Decision São Paulo,Barnes-Woods,9885
2022-07-15,Decision São Paulo,Barnes-Woods,9884
2022-07-15,Decision São Paulo,Barnes-Woods,9883
2022-07-14,Decision São Paulo,Nelson-Page,9882
2022-07-14,Decision São Paulo,Nelson-Page,9881
2022-07-14,Decision São Paulo,Nelson-Page,9880
2022-07-14,Decision São Paulo,Nelson-Page,9879
2022-07-14,Decision São Paulo,Nelson-Page,9878
2022-07-14,Decision São Paulo,"Morris, Moran and Dodson",9877
2022-07-14,Decision São Paulo,"Morris, Moran and Dodson",9876
2022-07-13,Decision São Paulo,Nelson-Page,9875
2022-07-13,Decision São Paulo,Nelson-Page,9874
2022-07-13,Decision São Paulo,Nelson-Page,9873
2022-07-13,Decision São Paulo,Nelson-Page,9872
2022-07-13,Decision São Paulo,Nelson-Page,9871
2022-07-13,Decision São Paulo,Nelson-Page,9870
2022-07-13,Decision São Paulo,Nelson-Page,9869
2022-07-13,Decision São Paulo,Nelson-Page,9868
2022-07-13,Decision São Paulo,Nelson-Page,9867
2022-07-13,Decision São Paulo,Nelson-Page,9866
2022-07-13,Decision São Paulo,Nelson-Page,9865
2022-07-13,Decision São Paulo,Nelson-Page,9864
2022-07-12,Decision São Paulo,Jenkins-Walker,9863
2022-07-12,Decision São Paulo,Nelson-Page,9862
2022-07-12,Decision São Paulo,Nelson-Page,9861
2022-07-12,Decision São Paulo,"Miller, Tran and Chang",9860
2022-07-12,Decision São Paulo,"Miller, Tran and Chang",9859
2022-07-12,Decision São Paulo,Mann and Sons,9858
2022-07-12,Decision São Paulo,"Morris, Moran and Dodson",9857
2022-07-11,Decision São Paulo,Morrison Ltd,9856
2022-07-11,Decision São Paulo,"Morris, Moran and Dodson",9855
2022-07-11,Decision São Paulo,Nelson-Page,9854
2022-07-11,Decision São Paulo,Nelson-Page,9853
2022-07-11,Decision São Paulo,Nelson-Page,9852
2022-07-11,Decision São Paulo,Nelson-Page,9851
2022-07-11,Decision São Paulo,Nelson-Page,9850
2022-07-11,Decision São Paulo,Nelson-Page,9849
2022-07-11,Decision São Paulo,Nelson-Page,9848
2022-07-11,Decision São Paulo,Nelson-Page,9847
2022-07-11,Decision São Paulo,"Williams, Clark and Lynn",9846
2022-07-11,Decision São Paulo,Mann and Sons,9845
2022-07-08,Decision Campinas,Miller-Curry,9844
2022-07-08,Decision São Paulo,Johnson-Pratt,9843
2022-07-07,Decision São Paulo,Johnson-Pratt,9842
2022-07-07,Decision São Paulo,Johnson-Pratt,9841
2022-07-07,Decision São Paulo,Morrison Ltd,9840
2022-07-07,Decision São Paulo,Morrison Ltd,9839
2022-07-07,Decision São Paulo,"Morris, Moran and Dodson",9838
2022-07-07,Decision São Paulo,"Morris, Moran and Dodson",9837
2022-07-07,Decision São Paulo,Porter-Wilson,9836
2022-07-07,Decision São Paulo,Walters Group,9835
2022-07-07,Decision São Paulo,Jenkins-Walker,9834
2022-07-07,Decision São Paulo,Jenkins-Walker,9833
2022-07-07,Decision São Paulo,Jenkins-Walker,9832
2022-07-07,Decision São Paulo,"Miller, Tran and Chang",9831
2022-07-07,Decision São Paulo,Nelson-Page,9830
2022-07-07,Decision São Paulo,Jenkins-Walker,9829
2022-07-07,Decision São Paulo,Jenkins-Walker,9828
2022-07-07,Decision São Paulo,Jenkins-Walker,9827
2022-07-07,Decision São Paulo,Jenkins-Walker,9825
2022-07-07,Decision São Paulo,Jenkins-Walker,9824
2022-07-07,Decision São Paulo,Jenkins-Walker,9823
2022-07-07,Decision São Paulo,Jenkins-Walker,9822
2022-07-07,Decision São Paulo,Jenkins-Walker,9821
2022-07-07,Decision São Paulo,Nelson-Page,9820
2022-07-07,Decision São Paulo,Nelson-Page,9819
2022-07-06,Decision São Paulo,Mann and Sons,9818
2022-07-06,Decision São Paulo,Mann and Sons,9817
2022-07-06,Decision São Paulo,Mann and Sons,9816
2022-07-06,Decision São Paulo,Mann and Sons,9815
2022-07-06,Decision São Paulo,Nelson-Page,9814
2022-07-06,Decision São Paulo,Nelson-Page,9813
2022-07-06,Decision São Paulo,"Wade, Bernard and Bailey",9812
2022-07-06,Decision São Paulo,Jenkins-Walker,9811
2022-07-06,Decision São Paulo,Jenkins-Walker,9810
2022-07-06,Decision São Paulo,Jenkins-Walker,9809
2022-07-06,Decision São Paulo,Jenkins-Walker,9808
2022-07-06,Decision São Paulo,Jenkins-Walker,9807
2022-07-06,Decision São Paulo,Jenkins-Walker,9806
2022-07-06,Decision São Paulo,Jenkins-Walker,9805
2022-07-06,Decision São Paulo,Jenkins-Walker,9804
2022-07-05,Decision São Paulo,"Morris, Moran and Dodson",9803
2022-07-05,Decision São Paulo,"Morris, Moran and Dodson",9802
2022-07-05,Decision São Paulo,Morrison Ltd,9801
2022-07-05,Decision São Paulo,Morrison Ltd,9800
2022-07-05,Decision São Paulo,Jenkins-Walker,9799
2022-07-05,Decision São Paulo,Mann and Sons,9798
2022-07-05,Decision São Paulo,Porter-Wilson,9797
2022-07-05,Decision São Paulo,Barnes-Woods,9796
2022-07-05,Decision São Paulo,Barnes-Woods,9795
2022-07-05,Decision São Paulo,Barnes-Woods,9794
2022-07-05,Decision Campinas,Miller-Curry,9793
2022-07-04,Decision São Paulo,Morrison Ltd,9792
2022-07-04,Decision São Paulo,Morrison Ltd,9791
2022-07-04,Decision São Paulo,Nelson-Page,9790
2022-07-04,Decision São Paulo,Nelson-Page,9789
2022-07-04,Decision São Paulo,Nelson-Page,9788
2022-07-04,Decision São Paulo,Nelson-Page,9787
2022-07-04,Decision São Paulo,Porter-Wilson,9786
2022-07-04,Decision São Paulo,Nelson-Page,9785
2022-07-04,Decision São Paulo,Nelson-Page,9784
2022-07-04,Decision São Paulo,Nelson-Page,9783
2022-07-04,Decision São Paulo,Nelson-Page,9782
2022-07-04,Decision São Paulo,Johnson-Pratt,9781
2022-07-01,Decision São Paulo,Mann and Sons,9780
2022-07-01,Decision São Paulo,Jenkins-Walker,9779
2022-06-30,Decision São Paulo,Jenkins-Walker,9778
2022-06-30,Decision São Paulo,Jenkins-Walker,9777
2022-06-30,Decision São Paulo,Jenkins-Walker,9776
2022-06-30,Decision São Paulo,Jenkins-Walker,9775
2022-06-30,Decision São Paulo,Jenkins-Walker,9774
2022-06-30,Decision São Paulo,Jenkins-Walker,9773
2022-06-30,Decision São Paulo,Jenkins-Walker,9772
2022-06-30,Decision São Paulo,Jenkins-Walker,9771
2024-02-26,Decision Campinas,Miller-Curry,12363
2024-02-26,Decision Campinas,Werner PLC,12362
2024-02-23,Decision São Paulo,"Glover, Warren and Norris",12361
2024-02-23,Decision Campinas,Miller-Curry,12360
2024-02-23,Decision Campinas,Miller-Curry,12359
2024-02-22,Decision São Paulo,Bell Group,12358
2024-02-22,Decision São Paulo,"Glover, Warren and Norris",12357
2024-02-22,Decision São Paulo,"Glover, Warren and Norris",12356
2024-02-22,Decision São Paulo,"Glover, Warren and Norris",12355
2024-02-22,Decision São Paulo,"Glover, Warren and Norris",12354
2024-02-22,Decision São Paulo,"Glover, Warren and Norris",12353
2024-02-22,Decision São Paulo,"Jensen, Smith and Brennan",12352
2024-02-22,Decision São Paulo,"Morris, Moran and Dodson",12351
2024-02-22,Decision São Paulo,"Morris, Moran and Dodson",12350
2024-02-22,Decision São Paulo,"Morris, Moran and Dodson",12349
2024-02-22,Decision São Paulo,"Glover, Warren and Norris",12348
2024-02-22,Decision Campinas,Werner PLC,12347
2024-02-21,Decision São Paulo,Bell Group,12346
2024-02-21,Decision São Paulo,"Morris, Moran and Dodson",12345
2024-02-21,Decision São Paulo,"Glover, Warren and Norris",12344
2024-02-21,Decision São Paulo,"Glover, Warren and Norris",12343
2024-02-21,Decision São Paulo,"Glover, Warren and Norris",12342
2024-02-21,Decision São Paulo,"Glover, Warren and Norris",12341
2024-02-21,Decision São Paulo,"Glover, Warren and Norris",12340
2024-02-21,Decision São Paulo,"Glover, Warren and Norris",12339
2024-02-21,Decision São Paulo,"Glover, Warren and Norris",12338
2024-02-21,Decision São Paulo,"Glover, Warren and Norris",12337
2024-02-21,Decision São Paulo,"Glover, Warren and Norris",12336
2024-02-21,Decision São Paulo,"Glover, Warren and Norris",12335
2024-02-21,Decision São Paulo,"Glover, Warren and Norris",12334
2024-02-21,Decision São Paulo,Morrison Ltd,12333
2024-02-21,Decision São Paulo,Bell Group,12332
2024-02-21,Decision Campinas,Miller-Curry,12331
2024-02-21,Decision São Paulo,Bell Group,12330
2024-02-21,Decision São Paulo,Bell Group,12329
2024-02-21,Decision São Paulo,Bell Group,12328
2024-02-21,Decision São Paulo,"Glover, Warren and Norris",12327
2024-02-21,Decision São Paulo,Porter-Wilson,12326
2024-02-20,Decision Campinas,Evans PLC,12325
2024-02-20,Decision São Paulo,"Glover, Warren and Norris",12324
2024-02-20,Decision São Paulo,"Glover, Warren and Norris",12323
2024-02-20,Decision São Paulo,"Glover, Warren and Norris",12322
2024-02-20,Decision Campinas,Evans PLC,12321
2024-02-20,Decision Campinas,Evans PLC,12320
2024-02-20,Decision São Paulo,Nelson-Page,12319
2024-02-20,Decision São Paulo,"Glover, Warren and Norris",12318
2024-02-20,Decision São Paulo,"Glover, Warren and Norris",12317
2024-02-19,Decision São Paulo,Bishop-Reed,12316
2024-02-19,Decision São Paulo,"Glover, Warren and Norris",12315
2024-02-19,Decision São Paulo,Bishop-Reed,12314
2024-02-19,Decision São Paulo,"Morris, Moran and Dodson",12313
2024-02-16,Decision São Paulo,Morrison Ltd,12312
2024-02-16,Decision São Paulo,Mann and Sons,12311
2024-02-16,Decision São Paulo,Callahan-Hall,12310
2024-02-16,Decision São Paulo,Callahan-Hall,12309
2024-02-16,Decision Campinas,Miller-Curry,12308
2024-02-16,Decision São Paulo,Morrison Ltd,12307
2024-02-16,Decision São Paulo,Porter-Wilson,12306
2024-02-15,Decision São Paulo,Mann and Sons,12305
2024-02-15,Decision São Paulo,"Glover, Warren and Norris",12304
2024-02-15,Decision São Paulo,"Glover, Warren and Norris",12303
2024-02-15,Decision São Paulo,Bell Group,12302
2024-02-15,Decision São Paulo,Santos-Knapp,12301
2024-02-15,Decision São Paulo,"Morris, Moran and Dodson",12300
2024-02-15,Decision Campinas,Evans PLC,12299
2024-02-14,Decision São Paulo,Bell Group,12298
2024-02-14,Decision Campinas,Werner PLC,12297
2024-02-14,Decision São Paulo,"Glover, Warren and Norris",12296
2024-02-14,Decision São Paulo,"Glover, Warren and Norris",12295
2024-02-14,Decision São Paulo,Morrison Ltd,12294
2024-02-14,Decision São Paulo,"Glover, Warren and Norris",12293
2024-02-09,Decision Campinas,Werner PLC,12292
2024-02-09,Decision Campinas,Miller-Curry,12291
2024-02-09,Decision Campinas,Evans PLC,12290
2024-02-09,Decision São Paulo,Morrison Ltd,12289
2024-02-09,Decision São Paulo,Morrison Ltd,12288
2024-02-09,Decision São Paulo,Morrison Ltd,12287
2024-02-09,Decision São Paulo,Morrison Ltd,12286
2024-02-09,Decision São Paulo,Morrison Ltd,12285
2024-02-09,Decision São Paulo,Morrison Ltd,12284
2024-02-09,Decision São Paulo,Morrison Ltd,12283
2024-02-08,Decision São Paulo,"Glover, Warren and Norris",12282
2024-02-08,Decision São Paulo,Morrison Ltd,12281
2024-02-08,Decision São Paulo,Morrison Ltd,12280
2024-02-07,Decision Campinas,Miller-Curry,12279
2024-02-07,Decision São Paulo,Bishop-Reed,12278
2024-02-07,Decision São Paulo,Bell Group,12277
2024-02-07,Decision São Paulo,Bell Group,12276
2024-02-07,Decision São Paulo,Bell Group,12275
2024-02-07,Decision São Paulo,Bell Group,12274
2024-02-06,Decision São Paulo,"Glover, Warren and Norris",12273
2024-02-06,Decision São Paulo,"Glover, Warren and Norris",12272
2024-02-06,Decision São Paulo,"Glover, Warren and Norris",12271
2024-02-06,Decision São Paulo,"Glover, Warren and Norris",12270
2024-02-06,Decision São Paulo,"Glover, Warren and Norris",12268
2024-02-06,Decision São Paulo,Morrison Ltd,12267
2024-02-05,Decision São Paulo,"Glover, Warren and Norris",12266
2024-02-05,Decision São Paulo,"Glover, Warren and Norris",12265
2024-02-05,Decision São Paulo,"Glover, Warren and Norris",12264
2024-02-05,Decision São Paulo,"Glover, Warren and Norris",12263
2024-02-05,Decision São Paulo,Bell Group,12262
2024-02-05,Decision Campinas,Miller-Curry,12261
2024-02-02,Decision Campinas,Evans PLC,12260
2024-02-02,Decision São Paulo,Nelson-Page,12259
2024-02-02,Decision São Paulo,Nelson-Page,12258
2024-02-02,Decision São Paulo,Bishop-Reed,12257
2024-02-02,Decision São Paulo,"Glover, Warren and Norris",12256
2024-02-02,Decision São Paulo,"Glover, Warren and Norris",12255
2024-02-02,Decision São Paulo,Griffith-Webb,12254
2024-02-02,Decision São Paulo,Nelson-Page,12253
2024-02-02,Decision São Paulo,Nelson-Page,12252
2024-02-01,Decision São Paulo,Morrison Ltd,12251
2024-02-01,Decision São Paulo,"Glover, Warren and Norris",12250
2024-02-01,Decision São Paulo,Stone PLC,12249
2024-02-01,Decision São Paulo,Bell Group,12248
2024-02-01,Decision São Paulo,Bell Group,12247
2024-01-31,Decision São Paulo,Bell Group,12246
2024-01-31,Decision Campinas,Miller-Curry,12245
2024-01-31,Decision São Paulo,Morrison Ltd,12244
2024-01-31,Decision São Paulo,"Glover, Warren and Norris",12243
2024-01-31,Decision São Paulo,"Glover, Warren and Norris",12242
2024-01-31,Decision São Paulo,"Glover, Warren and Norris",12241
2024-01-30,Decision São Paulo,"Jensen, Smith and Brennan",12240
2024-01-30,Decision São Paulo,Bell Group,12239
2024-01-26,Decision São Paulo,"Wade, Bernard and Bailey",12238
2024-01-26,Decision São Paulo,"Jensen, Smith and Brennan",12237
2024-01-26,Decision São Paulo,Munoz-Taylor,12236
2024-01-26,Decision São Paulo,Munoz-Taylor,12235
2024-01-26,Decision São Paulo,Munoz-Taylor,12234
2024-01-26,Decision São Paulo,Munoz-Taylor,12233
2024-01-26,Decision São Paulo,Munoz-Taylor,12232
2024-01-26,Decision São Paulo,Munoz-Taylor,12231
2024-01-26,Decision São Paulo,Munoz-Taylor,12230
2024-01-26,Decision São Paulo,Munoz-Taylor,12229
2024-01-24,Decision São Paulo,"Glover, Warren and Norris",12228
2024-01-24,Decision São Paulo,"Glover, Warren and Norris",12227
2024-01-24,Decision São Paulo,Bell Group,12226
2024-01-23,Decision São Paulo,"Morris, Moran and Dodson",12225
2024-01-23,Decision São Paulo,Johnston PLC,12224
2024-01-23,Decision São Paulo,Mann and Sons,12223
2024-01-23,Decision São Paulo,Mann and Sons,12221
2024-01-23,Decision São Paulo,Mann and Sons,12220
2024-01-23,Decision São Paulo,Mann and Sons,12219
2024-01-23,Decision São Paulo,Mann and Sons,12218
2024-01-23,Decision São Paulo,Mann and Sons,12217
2024-01-19,Decision São Paulo,"Williams, Clark and Lynn",12216
2024-01-19,Decision São Paulo,"Jensen, Smith and Brennan",12215
2024-01-19,Decision São Paulo,"Jensen, Smith and Brennan",12214
2024-01-19,Decision São Paulo,"Jensen, Smith and Brennan",12213
2024-01-18,Decision São Paulo,"Glover, Warren and Norris",12212
2024-01-18,Decision São Paulo,"Glover, Warren and Norris",12211
2024-01-18,Decision São Paulo,"Morris, Moran and Dodson",12210
2024-01-18,Decision São Paulo,"Glover, Warren and Norris",12209
2024-01-18,Decision São Paulo,"Glover, Warren and Norris",12208
2024-01-18,Decision São Paulo,Bell Group,12207
2024-01-18,Decision São Paulo,Bell Group,12206
2024-01-17,Decision São Paulo,Morrison Ltd,12205
2024-01-17,Decision São Paulo,"Glover, Warren and Norris",12204
2024-01-17,Decision São Paulo,"Glover, Warren and Norris",12203
2024-01-17,Decision São Paulo,"Glover, Warren and Norris",12202
2024-01-17,Decision São Paulo,"Glover, Warren and Norris",12201
2024-01-17,Decision São Paulo,"Glover, Warren and Norris",12200
2024-01-17,Decision São Paulo,"Glover, Warren and Norris",12199
2024-01-17,Decision São Paulo,"Glover, Warren and Norris",12198
2024-01-17,Decision São Paulo,"Glover, Warren and Norris",12197
2024-01-17,Decision São Paulo,"Glover, Warren and Norris",12196
2024-01-17,Decision São Paulo,Nelson-Page,12195
2024-01-17,Decision São Paulo,Nelson-Page,12194
2024-01-17,Decision São Paulo,Nelson-Page,12193
2024-01-17,Decision São Paulo,Nelson-Page,12192
2024-01-16,Decision São Paulo,"Grant, Smith and Martinez",12191
2024-01-16,Decision São Paulo,Callahan-Hall,12190
2024-01-16,Decision São Paulo,Hernandez-Wyatt,12189
2024-01-15,Decision São Paulo,Bell Group,12188
2024-01-15,Decision São Paulo,Morrison Ltd,12187
2024-01-15,Decision São Paulo,Nelson-Page,12186
2024-01-15,Decision São Paulo,Nelson-Page,12185
2024-01-12,Decision São Paulo,Luna-Carpenter,12184
2024-01-12,Decision São Paulo,Nelson-Page,12183
2024-01-12,Decision São Paulo,"Wade, Bernard and Bailey",12182
2024-01-11,Decision São Paulo,"Glover, Warren and Norris",12181
2024-01-11,Decision São Paulo,"Glover, Warren and Norris",12180
2024-01-11,Decision Campinas,Miller-Curry,12179
2024-01-11,Decision São Paulo,"Glover, Warren and Norris",12178
2024-01-11,Decision São Paulo,"Glover, Warren and Norris",12177
2024-01-10,Decision São Paulo,Porter-Wilson,12176
2024-01-10,Decision São Paulo,Morrison Ltd,12174
2024-01-10,Decision São Paulo,Morrison Ltd,12173
2024-01-10,Decision São Paulo,Bishop-Reed,12171
2024-01-10,Decision São Paulo,Johnson-Pratt,12170
2024-01-10,Decision São Paulo,Johnson-Pratt,12169
2024-01-09,Decision São Paulo,Bishop-Reed,12168
2024-01-08,Decision São Paulo,Callahan-Hall,12167
2024-01-08,Decision São Paulo,Bell Group,12166
2024-01-05,Decision São Paulo,Bishop-Reed,12165
2024-01-05,Decision São Paulo,Bell Group,12164
2024-01-05,Decision São Paulo,Bell Group,12163
2024-01-04,Decision São Paulo,"Glover, Warren and Norris",12162
2024-01-04,Decision São Paulo,"Glover, Warren and Norris",12161
2024-01-04,Decision São Paulo,"Glover, Warren and Norris",12160
2024-01-04,Decision São Paulo,"Glover, Warren and Norris",12159
2024-01-04,Decision São Paulo,Bell Group,12158
2024-01-04,Decision São Paulo,Bell Group,12157
2024-01-04,Decision São Paulo,Mann and Sons,12156
2024-01-03,Decision São Paulo,Morrison Ltd,12155
2024-01-03,Decision São Paulo,Morrison Ltd,12154
2024-01-03,Decision São Paulo,Morrison Ltd,12153
2024-01-03,Decision São Paulo,"Chambers, Brown and Bowen",12152
2024-01-03,Decision São Paulo,Morrison Ltd,12151
2024-01-03,Decision São Paulo,Morrison Ltd,12150
2024-01-03,Decision São Paulo,Bell Group,12149
2024-01-03,Decision São Paulo,Bell Group,12148
2024-01-03,Decision São Paulo,Santos-Knapp,12147
2024-01-03,Decision São Paulo,Nelson-Page,12146
2024-01-03,Decision São Paulo,Nelson-Page,12145
2024-01-03,Decision São Paulo,Nelson-Page,12144
2024-01-03,Decision São Paulo,Nelson-Page,12143
2024-01-03,Decision São Paulo,Nelson-Page,12142
2024-01-03,Decision São Paulo,Nelson-Page,12141
2024-01-03,Decision São Paulo,Nelson-Page,12140
2024-01-03,Decision São Paulo,"Bowers, Oconnor and Williams",12139
2024-01-03,Decision São Paulo,"Bowers, Oconnor and Williams",12138
2023-12-29,Decision São Paulo,"Glover, Warren and Norris",12137
2023-12-29,Decision São Paulo,"Glover, Warren and Norris",12136
2023-12-29,Decision São Paulo,"Glover, Warren and Norris",12135
2023-12-29,Decision São Paulo,"Glover, Warren and Norris",12134
2023-12-29,Decision São Paulo,Morrison Ltd,12133
2023-12-28,Decision São Paulo,"Glover, Warren and Norris",12132
2023-12-28,Decision São Paulo,"Glover, Warren and Norris",12131
2023-12-28,Decision São Paulo,"Williams, Clark and Lynn",12130
2023-12-28,Decision São Paulo,Bishop-Reed,12129
2023-12-28,Decision São Paulo,Bishop-Reed,12128
2023-12-28,Decision São Paulo,Bishop-Reed,12127
2023-12-28,Decision São Paulo,Bishop-Reed,12126
2023-12-27,Decision São Paulo,"Glover, Warren and Norris",12125
2023-12-27,Decision São Paulo,"Glover, Warren and Norris",12124
2023-12-27,Decision São Paulo,"Glover, Warren and Norris",12123
2023-12-27,Decision São Paulo,"Glover, Warren and Norris",12122
2023-12-27,Decision São Paulo,"Glover, Warren and Norris",12121
2023-12-27,Decision São Paulo,"Glover, Warren and Norris",12120
2023-12-27,Decision São Paulo,"Glover, Warren and Norris",12119
2023-12-27,Decision São Paulo,Nelson-Page,12118
2023-12-27,Decision São Paulo,Nelson-Page,12117
2023-12-27,Decision São Paulo,Nelson-Page,12116
2023-12-27,Decision São Paulo,Nelson-Page,12115
2023-12-27,Decision São Paulo,Nelson-Page,12114
2023-12-27,Decision São Paulo,Nelson-Page,12113
2023-12-26,Decision São Paulo,"Glover, Warren and Norris",12112
2023-12-26,Decision São Paulo,"Glover, Warren and Norris",12111
2023-12-26,Decision São Paulo,"Glover, Warren and Norris",12110
2023-12-26,Decision São Paulo,"Glover, Warren and Norris",12109
2023-12-26,Decision São Paulo,Nelson-Page,12108
2023-12-26,Decision São Paulo,Morrison Ltd,12107
2023-12-22,Decision São Paulo,"Glover, Warren and Norris",12106
2023-12-22,Decision São Paulo,"Glover, Warren and Norris",12105
2023-12-22,Decision São Paulo,"Glover, Warren and Norris",12104
2023-12-22,Decision São Paulo,Morrison Ltd,12103
2023-12-22,Decision São Paulo,"Glover, Warren and Norris",12102
2023-12-21,Decision São Paulo,"Wade, Bernard and Bailey",12101
2023-12-21,Decision São Paulo,"Wade, Bernard and Bailey",12100
2023-12-21,Decision São Paulo,"Wade, Bernard and Bailey",12099
2023-12-21,Decision São Paulo,Nelson-Page,12098
2023-12-21,Decision São Paulo,Nelson-Page,12097
2023-12-21,Decision São Paulo,Nelson-Page,12096
2023-12-20,Decision Campinas,Miller-Curry,12095
2023-12-20,Decision São Paulo,Morrison Ltd,12094
2023-12-20,Decision São Paulo,Morrison Ltd,12093
2023-12-20,Decision São Paulo,"Glover, Warren and Norris",12092
2023-12-20,Decision São Paulo,"Glover, Warren and Norris",12091
2023-12-20,Decision Campinas,Miller-Curry,12090
